MODIFIED_ZCTA,02-Apr-2020,03-Apr-2020,04-Apr-2020,05-Apr-2020,06-Apr-2020,07-Apr-2020,08-Apr-2020,09-Apr-2020,10-Apr-2020,11-Apr-2020,12-Apr-2020,13-Apr-2020,14-Apr-2020,15-Apr-2020,16-Apr-2020,17-Apr-2020,18-Apr-2020,19-Apr-2020,20-Apr-2020,21-Apr-2020,22-Apr-2020,23-Apr-2020,24-Apr-2020,25-Apr-2020,26-Apr-2020,27-Apr-2020,28-Apr-2020,29-Apr-2020,30-Apr-2020,01-May-2020,02-May-2020,03-May-2020,04-May-2020,05-May-2020,06-May-2020,07-May-2020,08-May-2020,09-May-2020,10-May-2020,11-May-2020,12-May-2020,13-May-2020,14-May-2020,15-May-2020,16-May-2020,17-May-2020,18-May-2020,19-May-2020,20-May-2020,21-May-2020,22-May-2020,23-May-2020,24-May-2020,25-May-2020,26-May-2020,27-May-2020,28-May-2020,29-May-2020,30-May-2020,31-May-2020,01-Jun-2020,02-Jun-2020,03-Jun-2020,04-Jun-2020,05-Jun-2020,06-Jun-2020,07-Jun-2020,08-Jun-2020,09-Jun-2020,10-Jun-2020,11-Jun-2020,12-Jun-2020,13-Jun-2020,14-Jun-2020,15-Jun-2020,16-Jun-2020,17-Jun-2020,18-Jun-2020,19-Jun-2020,20-Jun-2020,21-Jun-2020,22-Jun-2020,23-Jun-2020,24-Jun-2020,25-Jun-2020,26-Jun-2020,27-Jun-2020,28-Jun-2020,30-Jun-2020,01-Jul-2020,02-Jul-2020,03-Jul-2020,04-Jul-2020,05-Jul-2020,06-Jul-2020,07-Jul-2020,08-Jul-2020,09-Jul-2020,10-Jul-2020,11-Jul-2020,12-Jul-2020,13-Jul-2020,14-Jul-2020,15-Jul-2020,16-Jul-2020,17-Jul-2020,18-Jul-2020,19-Jul-2020,20-Jul-2020,21-Jul-2020,22-Jul-2020,23-Jul-2020,24-Jul-2020,25-Jul-2020,26-Jul-2020,27-Jul-2020,28-Jul-2020,29-Jul-2020,30-Jul-2020,31-Jul-2020,01-Aug-2020,02-Aug-2020,03-Aug-2020,04-Aug-2020,05-Aug-2020,06-Aug-2020,07-Aug-2020,08-Aug-2020,09-Aug-2020,10-Aug-2020,11-Aug-2020,12-Aug-2020,13-Aug-2020,14-Aug-2020,15-Aug-2020,16-Aug-2020,17-Aug-2020,18-Aug-2020,19-Aug-2020,20-Aug-2020,21-Aug-2020,22-Aug-2020,23-Aug-2020,24-Aug-2020,25-Aug-2020,26-Aug-2020,27-Aug-2020,28-Aug-2020,29-Aug-2020,30-Aug-2020,31-Aug-2020,01-Sep-2020,02-Sep-2020,03-Sep-2020,04-Sep-2020,05-Sep-2020,07-Sep-2020,08-Sep-2020,09-Sep-2020,10-Sep-2020,11-Sep-2020,12-Sep-2020,14-Sep-2020,15-Sep-2020,16-Sep-2020,17-Sep-2020,18-Sep-2020,19-Sep-2020,20-Sep-2020,21-Sep-2020,22-Sep-2020,23-Sep-2020,24-Sep-2020,25-Sep-2020,26-Sep-2020,27-Sep-2020,28-Sep-2020,29-Sep-2020,30-Sep-2020,01-Oct-2020,02-Oct-2020,03-Oct-2020,04-Oct-2020,05-Oct-2020,06-Oct-2020
10459,0,82,31,23,0,77,42,122,73,16,53,16,46,16,45,37,28,22,23,17,6,36,45,52,197,-156,21,9,24,20,10,19,14,22,12,8,4,21,9,2,1,5,6,9,15,5,5,3,4,1,2,6,2,0,2,3,6,6,5,6,1,2,7,2,0,3,4,3,2,2,1,3,0,2,0,3,3,3,0,2,1,1,3,3,0,3,3,1,11,3,1,5,5,17,0,4,2,2,5,3,2,1,0,7,1,3,5,0,4,9,0,3,1,2,0,0,4,2,0,1,2,1,2,5,4,4,2,2,0,3,0,2,3,2,1,4,0,0,0,2,1,1,3,6,1,0,3,1,1,3,5,1,3,3,1,3,1,1,1,2,7,6,3,0,3,5,2,3,0,3,4,0,2,3,0,3,2,0,2,3,3,1,2,2,0
10460,0,89,27,26,0,70,33,149,62,14,46,30,46,28,75,39,29,23,24,32,9,49,37,39,187,-140,26,14,14,19,15,27,14,18,18,13,7,7,8,11,6,11,14,11,12,7,5,4,4,2,5,2,6,2,4,8,7,5,8,2,-1,0,3,2,2,5,9,2,3,5,2,2,4,3,3,2,3,3,3,3,5,7,1,2,3,4,2,0,8,1,2,3,2,24,4,1,4,6,3,7,4,2,-1,2,1,3,2,5,2,7,1,3,-1,7,1,4,1,2,2,3,2,3,0,6,4,5,9,1,3,2,1,6,10,5,4,4,2,0,4,1,1,1,1,0,6,2,2,2,1,1,1,5,2,3,3,0,2,1,2,1,0,1,3,3,1,1,0,5,0,2,1,2,1,2,4,0,1,3,3,4,1,2,1,0,3
10461,0,68,52,40,0,117,34,150,114,14,53,19,46,24,66,36,29,28,22,40,14,54,55,31,298,-244,26,18,25,22,26,22,15,18,11,13,3,4,12,7,2,11,7,11,8,7,12,3,7,-2,3,3,4,0,2,2,8,6,2,1,2,2,-2,4,0,2,4,3,8,7,2,5,1,0,3,1,1,3,2,4,3,0,0,1,2,2,-2,-1,-10,-8,3,4,2,16,0,0,-3,1,0,0,2,3,-1,-2,2,-2,1,1,1,5,1,2,3,2,1,1,3,4,3,-1,0,3,0,2,1,2,1,0,2,0,2,2,1,2,1,0,1,2,1,1,1,-1,3,1,2,3,0,3,0,3,3,8,1,4,0,4,2,2,1,6,3,2,1,1,2,1,1,1,1,3,1,3,2,1,3,0,2,1,3,4,0,8,5,3,2
10462,0,167,53,35,0,133,42,180,127,19,68,22,61,24,89,53,46,33,35,47,20,63,60,24,322,-265,23,12,33,29,30,22,19,7,6,20,6,23,22,11,4,10,10,10,17,6,10,8,6,4,3,6,3,3,2,4,12,6,4,5,3,0,12,3,6,3,4,2,3,6,2,4,1,1,2,2,2,3,2,3,4,1,1,4,3,1,3,1,8,1,3,1,5,16,2,3,0,4,6,1,3,0,1,2,1,3,3,2,7,6,1,1,1,4,3,3,3,3,1,3,2,0,2,7,4,2,5,0,5,2,4,2,4,5,5,8,5,6,9,2,4,3,8,4,4,1,1,3,4,3,0,8,4,0,2,1,2,2,2,6,0,6,5,2,3,3,4,4,-1,6,3,2,4,6,2,4,2,5,9,1,1,4,5,3,3
10463,0,74,40,35,0,84,50,145,88,46,70,41,38,57,42,39,33,33,46,47,1,74,52,43,215,-168,16,1,28,28,33,10,33,18,17,35,0,24,10,9,11,7,5,9,22,10,9,7,5,3,8,3,5,39,6,1,5,9,35,24,9,1,5,9,14,4,5,1,5,4,4,6,2,5,-1,14,4,2,2,5,2,1,1,0,3,4,4,1,6,2,5,3,5,21,2,4,3,5,2,3,1,2,2,3,3,5,0,2,6,4,2,3,4,7,2,1,3,1,1,2,2,3,2,0,2,3,6,2,0,1,4,1,7,7,4,3,4,2,1,1,3,3,3,5,5,4,0,1,3,1,5,2,2,4,2,5,5,0,1,8,2,3,3,2,6,4,1,2,2,1,2,1,3,4,7,3,5,0,7,2,3,2,6,1,0
10464,0,5,0,5,0,8,3,17,8,0,4,1,3,1,13,1,0,1,1,7,2,4,1,2,24,-23,1,0,-1,0,1,0,1,-1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
10465,0,122,37,35,0,91,34,117,101,12,49,17,45,14,61,25,20,31,12,38,18,36,41,21,249,-214,14,6,8,9,10,18,15,6,10,11,4,8,5,11,5,4,3,2,7,2,4,1,2,2,4,2,2,0,0,1,3,3,6,1,0,1,1,0,5,1,1,2,1,2,3,2,2,2,1,7,2,1,0,1,1,1,2,1,3,2,1,2,3,1,2,2,4,10,2,1,3,2,1,2,2,1,2,0,0,3,-2,1,2,1,0,-1,-3,4,1,0,3,0,0,4,1,3,0,2,1,1,1,3,1,0,0,0,0,3,1,1,1,2,2,1,2,0,0,1,1,1,0,6,-1,1,2,2,1,2,3,3,2,3,0,1,2,3,1,2,1,1,1,1,1,0,1,0,1,2,1,3,0,0,5,3,4,0,2,4,6
10466,0,148,38,40,0,149,55,178,145,32,112,28,74,32,89,68,56,44,15,62,9,71,68,44,274,-212,12,19,13,19,19,24,8,13,13,9,3,17,10,11,3,13,5,18,8,12,8,4,7,6,11,9,23,5,4,10,11,12,9,11,6,2,1,2,5,5,1,7,4,2,5,2,5,4,2,1,4,2,7,5,1,1,3,3,4,3,8,0,2,2,5,4,8,17,2,2,3,2,0,3,5,3,3,0,4,1,5,1,0,4,1,4,1,1,0,3,3,1,1,4,2,2,0,4,1,7,5,2,0,3,2,4,3,4,2,4,5,2,1,4,2,3,4,3,1,1,-1,2,3,1,4,0,1,1,2,2,2,4,1,6,1,0,2,6,4,-3,1,0,1,2,4,1,2,0,2,0,3,4,0,3,2,0,2,0,7
10467,0,198,53,52,0,201,67,233,184,27,116,49,100,54,115,67,50,41,45,82,20,94,65,43,466,-371,34,25,48,36,33,41,25,21,20,20,5,21,21,19,3,24,16,17,16,9,29,7,13,1,9,5,15,3,7,6,17,11,18,15,4,7,14,10,11,18,9,7,4,7,5,9,14,7,3,6,5,3,3,4,16,5,4,5,2,8,4,3,7,6,15,2,13,30,2,4,-1,11,3,5,3,5,2,9,11,4,4,0,9,5,-1,7,5,25,-1,5,10,8,6,3,-1,3,0,12,9,6,15,5,10,2,4,3,4,4,7,5,2,4,1,2,2,1,4,1,5,6,2,4,1,3,4,3,7,3,2,1,5,6,2,6,1,3,5,5,2,2,4,7,0,4,8,2,3,1,4,2,1,4,4,7,10,4,4,3,4
10468,0,132,56,40,0,140,45,185,101,30,98,56,63,38,61,59,50,40,28,47,22,62,60,50,280,-210,39,11,44,41,30,25,17,16,20,29,7,31,12,24,0,8,18,162,70,4,16,12,6,3,17,9,16,22,3,9,7,10,6,11,7,6,14,12,7,4,5,3,4,4,5,1,5,5,6,7,9,5,1,7,6,5,1,7,2,6,4,2,10,5,3,5,5,43,1,3,3,5,1,8,4,6,3,2,3,4,0,2,3,4,5,5,4,10,2,4,5,6,5,4,2,4,2,9,6,4,13,-2,6,5,7,4,6,4,5,4,9,2,7,5,3,3,2,0,4,-3,1,7,5,8,3,1,4,7,1,2,4,3,0,4,1,3,6,4,3,3,4,3,2,4,2,3,2,2,8,5,8,3,11,9,4,2,4,5,4
10469,0,213,72,40,0,130,63,220,173,36,97,63,93,54,113,74,69,62,29,60,17,65,59,45,387,-310,12,49,38,33,29,25,8,12,14,16,7,17,32,62,21,5,6,19,14,8,8,4,3,2,13,9,9,6,4,18,13,20,12,10,3,0,3,18,1,3,5,6,2,3,5,11,12,3,8,2,5,3,2,3,4,3,7,4,7,4,1,2,5,5,5,-1,8,29,1,5,2,3,1,4,3,1,0,1,1,0,2,5,0,2,0,1,0,6,-1,2,3,1,3,5,-1,1,2,7,1,3,2,1,3,1,3,6,3,6,0,3,1,0,9,3,3,1,4,2,-1,2,1,4,0,2,1,1,4,1,0,3,3,0,2,2,2,1,0,3,0,1,1,3,3,1,2,0,-2,3,2,1,2,0,3,4,4,2,3,3,6
10470,0,25,3,10,0,35,11,38,28,5,20,8,13,5,15,6,12,4,8,7,3,13,13,6,46,-42,1,2,5,4,1,4,5,1,7,0,0,4,3,2,5,1,2,3,1,4,3,1,0,1,2,0,0,0,0,2,0,2,2,0,0,0,2,2,1,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,2,0,1,0,0,1,2,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,1,0,1,0,0,-1,0,0,1,0,2,1,1,-1,1,0,0,0,0,1,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,2,2,0,1,0,0,1,2,1,0,0,0,0,0,2,0,3,0,1,0,0,2,-1,-1,0,0,-1,0,0,1,0,1,0,2,-1,2
10471,0,26,6,13,0,34,18,44,33,5,19,8,9,7,25,13,18,6,5,21,1,25,16,10,74,-62,12,6,7,4,6,13,4,5,6,2,0,3,9,0,1,5,53,84,57,1,4,1,0,5,4,0,2,0,0,2,0,1,2,1,2,-1,1,1,0,1,10,0,0,2,0,2,2,2,5,0,0,1,2,1,1,0,0,1,1,2,0,1,3,0,0,0,1,4,0,3,0,0,2,0,0,1,0,0,4,1,2,0,0,1,0,2,2,1,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,1,3,3,0,1,1,0,0,0,2,1,0,1,0,0,-1,1,0,2,0,0,3,1,0,3,0,0,2,1,2,0,1,1,1,0,2,0,2,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0
10472,0,115,31,21,0,113,38,140,76,18,64,32,64,21,75,43,37,49,18,30,10,42,81,42,223,-149,26,19,15,22,27,26,11,12,15,19,2,19,14,8,8,6,13,7,16,5,14,8,5,3,8,7,2,9,1,5,8,12,6,5,4,5,9,2,3,0,5,7,4,5,8,3,4,6,1,2,7,3,0,2,4,2,3,9,4,3,4,5,5,2,0,6,6,33,0,3,2,4,6,0,3,2,5,1,4,1,4,5,8,10,1,0,1,2,0,1,4,0,4,2,1,0,2,6,4,3,3,3,3,4,0,3,2,4,5,4,0,2,0,6,1,0,5,0,2,0,2,2,2,3,2,3,0,6,0,3,0,1,0,3,4,1,9,0,5,2,1,2,2,1,3,1,1,5,2,4,0,5,3,2,1,3,2,2,4
10473,0,133,35,46,0,120,55,165,105,23,67,32,58,27,65,29,50,17,9,31,15,56,31,25,259,-205,18,15,22,30,17,29,12,14,15,16,5,10,12,8,5,12,1,7,12,2,4,3,3,4,7,7,7,4,4,6,9,9,11,12,-1,3,2,2,2,4,3,4,2,5,3,2,5,2,1,3,6,0,2,3,1,0,2,7,3,5,5,1,7,4,3,3,2,14,2,2,0,3,2,3,1,2,2,3,5,5,2,2,3,7,2,5,6,5,2,1,3,3,1,2,6,2,2,5,4,5,4,-2,5,1,2,9,5,0,3,4,0,4,6,4,3,2,1,0,1,1,2,3,1,2,4,1,1,3,2,1,2,0,0,1,1,1,2,1,4,3,3,4,0,5,2,0,3,0,4,2,1,2,4,2,2,7,0,2,0
10474,0,16,6,6,0,14,9,32,20,1,11,5,7,5,11,12,6,7,4,3,1,4,11,10,47,-36,4,1,3,2,6,-1,3,1,3,4,0,3,0,3,2,1,1,2,3,2,4,0,1,0,0,0,0,0,0,0,1,2,1,1,-1,-1,0,1,1,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2,0,3,0,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,2,1,0,0,2,0,1,0,1,-1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,-4,0,1,1,-5,0,-1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,-1,0,0,2
10475,0,105,34,30,0,96,41,146,106,25,74,35,74,21,90,37,26,30,24,36,11,42,40,27,263,-223,10,8,20,15,10,9,13,15,8,7,2,17,13,8,4,5,11,1,1,4,4,0,5,9,5,3,6,0,1,2,6,3,7,2,1,2,6,3,1,4,0,2,1,4,4,2,1,3,5,1,3,4,0,1,2,3,2,1,0,4,2,1,1,4,3,4,7,20,0,2,1,2,1,2,3,1,0,5,2,1,2,1,0,4,0,2,0,3,0,1,5,2,1,3,1,0,1,2,3,2,3,0,1,0,2,2,6,2,0,2,3,2,2,1,1,0,1,0,0,1,1,1,0,0,0,2,1,1,1,0,4,1,3,0,0,2,6,3,1,0,0,3,3,3,1,1,5,1,2,2,2,2,2,2,1,1,0,0,1
11004,0,52,21,6,0,39,11,28,22,10,14,6,18,5,11,13,8,12,6,12,2,17,15,5,82,-68,4,2,5,10,7,8,3,8,5,2,0,4,2,3,3,1,0,0,5,3,-2,1,2,5,4,4,6,3,2,0,0,0,0,4,2,0,0,0,2,3,3,1,2,4,4,1,1,1,0,3,2,0,0,2,2,2,6,1,0,1,1,11,-8,-4,0,1,6,-1,0,0,-2,-3,-1,-1,0,-1,-1,-1,1,0,1,0,1,-2,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,5,0,0,2,2,1,0,-1,3,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,1,1,1,3,0,0,0,1,3,1,0,3,1,1,0,1,-1,2,-1,1,0,1,-1,1,-1,1
11101,0,53,13,18,0,26,7,33,17,7,22,7,13,10,14,10,8,17,6,11,4,16,15,5,82,-69,9,7,11,4,7,5,3,3,6,3,2,2,4,3,2,9,1,1,9,3,3,2,4,3,3,0,2,3,0,1,3,1,2,4,0,0,5,1,1,1,0,2,2,1,2,3,0,1,2,1,1,0,1,0,2,0,3,1,1,2,1,0,2,2,4,2,2,1,2,2,1,-1,2,0,0,4,1,2,2,0,2,1,0,4,0,-1,3,4,1,0,7,2,3,0,0,2,0,2,1,1,1,0,0,0,2,0,3,0,3,3,1,1,1,0,1,3,2,0,1,1,3,2,3,3,1,0,1,0,1,1,5,0,1,0,1,0,3,1,0,1,2,0,1,2,2,1,2,3,1,3,0,1,2,2,4,3,1,0,1
11102,0,48,13,20,0,28,21,21,16,7,27,7,13,10,9,7,8,19,8,18,4,27,24,10,70,-62,5,9,11,7,4,6,5,3,6,5,1,5,2,2,3,2,1,8,5,0,3,0,5,-1,5,3,0,3,0,2,4,0,5,1,2,0,5,1,1,1,1,2,1,2,1,4,3,1,0,4,2,2,0,0,2,1,1,3,2,2,0,2,-1,1,1,2,3,1,0,1,0,1,1,3,1,2,2,1,2,2,-1,0,0,3,0,3,3,1,1,2,3,1,1,3,2,1,0,0,1,2,1,1,1,1,2,6,2,2,1,2,0,-1,0,1,2,0,-1,2,2,2,0,0,3,0,0,1,0,0,0,0,4,3,0,3,1,2,0,1,0,2,3,2,0,1,1,0,1,3,2,2,3,1,5,0,14,2,-1,4,3
11103,0,36,12,16,0,22,22,31,21,9,23,9,8,8,12,10,10,9,5,10,2,10,14,11,62,-55,7,6,5,7,10,2,6,1,5,1,2,6,3,4,5,3,7,10,4,2,6,0,5,0,3,0,4,2,0,5,11,3,3,3,0,-1,5,3,0,5,0,1,0,1,2,1,0,1,2,1,1,3,1,0,0,2,1,1,0,2,0,1,2,1,1,0,2,1,1,1,0,1,1,3,0,0,0,0,0,0,0,1,1,2,3,1,0,2,1,1,4,1,0,2,1,1,1,2,0,1,0,0,2,1,5,1,3,1,1,4,0,2,2,2,1,0,4,0,1,1,0,1,1,0,2,0,0,3,1,1,1,6,2,3,2,4,5,1,2,3,0,1,1,0,2,1,1,1,1,3,1,1,2,2,3,1,5,2,1
11104,0,51,16,8,0,18,8,33,24,9,12,7,8,6,9,13,5,4,5,9,3,12,13,11,63,-52,6,4,7,4,8,2,6,1,9,7,1,3,5,4,2,0,-1,3,6,3,4,1,0,1,3,3,1,6,1,3,3,1,1,-1,1,-1,2,0,0,1,1,2,0,1,1,1,0,0,0,2,3,1,0,0,3,1,1,0,1,1,0,1,1,0,1,0,1,3,0,0,2,0,0,0,0,2,0,1,0,0,0,1,2,5,1,2,-2,3,0,0,1,0,0,4,1,0,1,0,0,1,0,2,1,3,0,2,1,2,1,0,0,1,2,1,0,1,0,0,0,0,0,2,1,0,0,1,1,0,2,2,1,1,0,1,0,0,0,0,0,1,1,0,2,0,1,0,1,1,0,0,1,0,0,0,2,2,0,0,0
11105,0,32,21,9,0,20,8,32,22,6,25,8,13,9,11,3,9,12,4,9,3,10,15,10,66,-55,6,2,3,1,6,3,4,2,2,3,5,4,5,1,1,1,-1,5,1,2,3,3,5,0,1,0,1,0,1,1,0,3,0,3,0,0,4,0,0,1,0,1,0,2,0,2,0,0,1,2,4,0,0,1,1,0,0,0,1,0,1,2,-1,0,0,3,0,1,0,0,0,1,1,0,0,0,1,0,2,0,3,0,1,1,0,2,4,3,0,0,2,1,2,0,1,0,0,1,3,0,1,1,1,1,0,1,0,1,0,1,2,1,0,3,0,0,1,4,0,0,2,-1,1,1,0,0,1,4,0,1,3,2,3,1,3,3,3,2,1,0,2,0,0,0,0,0,0,2,1,0,0,1,3,2,2,1,2,1,1
11106,0,38,12,12,0,28,14,45,19,7,23,8,10,6,15,12,13,11,4,10,1,24,17,10,84,-65,11,5,13,4,9,6,2,8,6,3,3,7,0,8,3,1,2,4,4,3,2,2,6,0,2,2,2,0,1,3,4,1,2,1,1,0,4,1,1,3,-1,0,1,1,2,1,3,0,0,1,2,3,2,1,1,0,2,0,2,2,1,4,2,1,3,1,0,1,0,3,3,5,0,1,4,0,0,5,0,2,0,9,1,8,3,0,0,3,6,1,3,4,3,1,0,-1,2,3,3,0,1,-1,3,5,2,3,2,1,2,2,1,1,2,0,1,0,4,0,0,0,-1,0,0,0,1,1,0,2,2,1,0,1,1,4,-1,1,1,1,1,2,3,1,0,5,2,1,2,2,0,0,1,2,0,2,1,0,0,5,3
11109,0,10,1,1,0,4,1,0,5,0,2,0,1,2,0,1,-1,1,0,0,0,0,1,1,12,-11,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,1,1,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
11201,0,32,13,10,0,26,8,28,23,9,20,7,7,15,16,4,16,9,3,10,4,8,12,8,135,-126,8,3,8,7,2,4,6,5,2,10,1,5,34,5,8,5,10,8,7,-2,2,1,-1,3,1,6,2,4,6,5,3,3,1,3,7,2,1,1,1,5,2,1,0,3,4,3,2,2,1,3,2,1,1,2,4,2,2,1,2,1,4,2,4,1,2,2,4,3,2,1,2,2,2,1,0,1,1,5,2,2,2,2,-1,2,1,1,1,2,1,1,2,0,4,1,3,0,1,0,0,2,1,3,0,0,0,0,3,0,5,0,1,1,1,0,1,2,3,2,0,1,3,3,1,4,3,0,0,1,-1,4,-1,0,2,-3,-1,0,1,0,-1,1,1,6,0,1,4,-2,1,0,1,-1,0,1,1,-1,0,3,1,4,1
11203,0,123,33,54,0,89,34,116,89,29,91,33,51,63,47,61,42,31,20,36,13,66,57,39,272,-226,21,15,23,24,27,23,19,13,12,20,6,27,20,9,12,5,10,16,13,8,4,8,0,6,5,5,8,7,3,6,8,16,8,2,5,5,4,12,12,8,5,4,3,7,3,4,4,2,6,2,6,2,5,2,10,6,0,2,3,1,5,7,-9,3,5,4,2,11,1,0,-1,2,4,0,2,1,2,-1,8,3,2,2,1,3,0,2,2,1,-1,3,1,1,2,6,1,3,1,1,2,3,9,0,1,2,6,0,0,0,1,0,1,0,1,1,2,2,0,0,0,2,2,1,4,4,3,2,2,2,1,3,1,2,1,1,2,5,6,0,4,2,3,3,0,1,1,3,2,0,4,2,1,0,3,1,4,9,3,0,0
11204,0,178,34,43,0,119,22,64,40,9,67,24,29,22,55,37,18,30,13,20,12,75,52,23,332,-277,29,4,13,13,24,24,9,14,17,18,13,14,15,16,6,17,20,24,15,12,6,13,9,11,16,12,5,6,6,1,7,8,5,5,1,3,4,4,6,3,3,5,1,3,1,1,2,0,4,2,5,2,4,0,4,0,3,0,0,3,2,0,2,2,3,4,3,7,2,0,2,6,4,0,3,5,2,6,1,4,1,3,1,3,0,3,1,4,0,0,2,2,2,4,3,1,0,5,1,4,8,1,4,4,1,2,7,5,10,10,0,2,4,17,4,4,5,1,-1,1,1,2,5,6,1,6,4,10,6,4,5,1,4,6,6,4,3,2,6,3,10,12,4,5,4,4,10,9,18,14,21,9,5,9,13,13,6,14,14
11205,0,60,12,16,0,47,13,17,13,3,29,4,20,7,14,25,7,6,7,8,4,19,19,6,81,-60,10,5,11,3,8,10,1,6,7,6,-1,12,10,6,1,4,3,10,5,2,1,2,1,2,3,3,1,2,0,5,6,5,3,3,1,1,2,0,1,0,2,1,1,2,2,5,3,0,3,2,1,1,1,2,3,0,0,2,2,2,0,2,4,3,5,2,1,1,2,1,0,0,1,0,3,5,1,1,0,1,1,0,1,0,0,2,-1,1,1,1,0,2,0,2,0,1,1,0,0,2,4,0,0,0,1,3,3,2,1,1,0,0,1,2,1,0,0,1,1,3,1,0,5,1,2,0,3,0,0,0,-2,0,0,3,0,2,0,0,2,3,1,5,4,1,1,0,1,4,2,5,6,4,3,3,2,5,2,4,3
11206,0,82,33,33,0,59,20,92,55,15,39,20,31,29,48,38,24,28,16,22,5,38,43,33,225,-184,28,15,22,18,30,13,7,9,15,14,5,15,17,7,7,14,4,31,21,9,13,7,4,6,9,7,11,9,4,7,16,5,5,5,0,-1,7,4,4,6,1,2,5,1,5,0,2,3,0,2,6,4,4,2,4,1,2,2,4,1,0,2,2,7,3,4,3,8,1,6,3,4,1,2,6,2,2,0,8,4,0,4,2,13,2,3,-1,3,1,2,3,2,3,1,4,5,1,-1,4,4,3,3,0,1,2,2,2,7,5,2,1,3,2,1,2,0,2,1,1,0,2,2,1,2,2,1,1,7,1,4,2,3,-1,3,2,4,2,4,5,2,6,9,1,4,2,6,2,0,7,8,2,-1,6,6,4,7,4,6,4
11207,0,147,45,30,0,104,26,79,73,20,72,28,48,52,58,56,31,32,34,39,21,46,54,51,244,-171,31,15,29,20,21,39,22,17,21,28,9,25,22,13,6,10,18,15,16,14,6,6,6,4,10,8,3,4,7,3,5,9,16,9,5,4,3,1,9,9,3,4,1,3,5,6,11,7,2,7,3,2,5,6,7,2,9,1,4,6,5,4,12,4,8,7,3,9,0,1,3,5,2,4,0,5,6,3,8,2,11,10,3,6,1,6,0,7,0,0,6,6,9,1,6,2,1,1,4,8,7,0,2,4,2,2,2,2,2,2,2,3,0,5,1,0,0,0,1,2,2,2,1,3,0,2,5,5,0,3,3,1,3,9,4,2,3,7,2,0,1,0,2,1,2,0,4,0,4,5,2,3,5,4,2,4,2,4,4
11208,0,170,51,37,0,105,40,88,91,21,76,29,71,44,90,41,48,31,25,55,15,72,56,48,332,-246,33,16,36,28,26,31,17,26,18,29,9,30,26,23,6,6,18,29,37,11,10,3,10,27,16,3,14,7,3,5,11,18,11,4,3,6,6,2,3,10,7,5,3,7,7,3,1,1,3,3,8,6,1,4,7,3,9,0,5,10,11,5,11,7,3,4,5,8,1,2,7,5,9,2,2,2,5,5,5,2,2,3,1,7,1,5,7,6,-1,4,2,2,5,4,4,5,3,2,5,8,11,-1,3,4,4,6,7,3,3,3,3,1,3,3,5,2,4,2,3,2,2,3,4,2,3,3,3,9,6,3,0,4,3,3,0,4,11,8,2,2,3,7,0,3,1,1,1,6,1,1,4,3,2,4,4,5,4,7,3
